C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS
N020,R101,00-00-01,145 ST,ABCD,IND,04/28/2017,20:00:00,REGULAR,471727,311026
N020,R101,00-00-02,145 ST,ABCD,IND,04/28/2017,00:00:00,REGULAR,9942478,10198155
N020,R101,00-00-02,145 ST,ABCD,IND,04/28/2017,04:00:00,REGULAR,9942502,10198225
N020,R101,00-00-02,145 ST,ABCD,IND,04/28/2017,08:00:00,REGULAR,9942785,10198439
N020,R101,00-00-02,145 ST,ABCD,IND,04/28/2017,12:00:00,REGULAR,9943331,10199029
N020,R101,00-00-02,145 ST,ABCD,IND,04/28/2017,16:00:00,REGULAR,9943845,10199552
N020,R101,00-00-02,145 ST,ABCD,IND,04/28/2017,20:00:00,REGULAR,9944451,10200381
N020,R101,00-00-03,145 ST,ABCD,IND,04/28/2017,00:00:00,REGULAR,9337526,11223023
N020,R101,00-00-03,145 ST,ABCD,IND,04/28/2017,04:00:00,REGULAR,9337554,11223111
N020,R101,00-00-03,145 ST,ABCD,IND,04/28/2017,08:00:00,REGULAR,9337866,11223353
N020,R101,00-00-03,145 ST,ABCD,IND,04/28/2017,12:00:00,REGULAR,9338526,11223933
N020,R101,00-00-03,145 ST,ABCD,IND,04/28/2017,16:00:00,REGULAR,9339018,11224513
N020,R101,00-00-03,145 ST,ABCD,IND,04/28/2017,20:00:00,REGULAR,9339557,11225501
N020,R101,00-00-04,145 ST,ABCD,IND,04/28/2017,00:00:00,REGULAR,9868868,14025509
N020,R101,00-00-04,145 ST,ABCD,IND,04/28/2017,04:00:00,REGULAR,9868896,14025648
N020,R101,00-00-04,145 ST,ABCD,IND,04/28/2017,08:00:00,REGULAR,9869332,14025845
N020,R101,00-00-04,145 ST,ABCD,IND,04/28/2017,12:00:00,REGULAR,9870109,14026443
N020,R101,00-00-04,145 ST,ABCD,IND,04/28/2017,16:00:00,REGULAR,9870644,14027234
N020,R101,00-00-04,145 ST,ABCD,IND,04/28/2017,20:00:00,REGULAR,9871234,14028489
N020,R101,00-00-05,145 ST,ABCD,IND,04/28/2017,00:00:00,REGULAR,17974827,25729831
N020,R101,00-00-05,145 ST,ABCD,IND,04/28/2017,04:00:00,REGULAR,17974883,25730080
N020,R101,00-00-05,145 ST,ABCD,IND,04/28/2017,08:00:00,REGULAR,17975534,25730263
N020,R101,00-00-05,145 ST,ABCD,IND,04/28/2017,12:00:00,REGULAR,17976669,25730761
N020,R101,00-00-05,145 ST,ABCD,IND,04/28/2017,16:00:00,REGULAR,17977374,25731634
N020,R101,00-00-05,145 ST,ABCD,IND,04/28/2017,20:00:00,REGULAR,17978206,25732996
N022,R332,02-05-00,135 ST,BC,IND,04/28/2017,01:00:00,REGULAR,117440660,0
N022,R332,02-05-00,135 ST,BC,IND,04/28/2017,05:00:00,REGULAR,117440660,0
N022,R332,02-05-00,135 ST,BC,IND,04/28/2017,09:00:00,REGULAR,117440660,0
N022,R332,02-05-00,135 ST,BC,IND,04/28/2017,13:00:00,REGULAR,117440660,0
N022,R332,02-05-00,135 ST,BC,IND,04/28/2017,17:00:00,REGULAR,117440660,0
N022,R332,02-05-00,135 ST,BC,IND,04/28/2017,21:00:00,REGULAR,117440660,0
N022,R332,02-05-01,135 ST,BC,IND,04/28/2017,01:00:00,REGULAR,541,302
N022,R332,02-05-01,135 ST,BC,IND,04/28/2017,05:00:00,REGULAR,541,302
N022,R332,02-05-01,135 ST,BC,IND,04/28/2017,09:00:00,REGULAR,541,302
N022,R332,02-05-01,135 ST,BC,IND,04/28/2017,13:00:00,REGULAR,541,302
N022,R332,02-05-01,135 ST,BC,IND,04/28/2017,17:00:00,REGULAR,541,302
N022,R332,02-05-01,135 ST,BC,IND,04/28/2017,21:00:00,REGULAR,541,302
N022,R332,02-06-00,135 ST,BC,IND,04/28/2017,01:00:00,REGULAR,67590597,16801698
N022,R332,02-06-00,135 ST,BC,IND,04/28/2017,05:00:00,REGULAR,67590602,16801698
N022,R332,02-06-00,135 ST,BC,IND,04/28/2017,09:00:00,REGULAR,67590949,16801703
N022,R332,02-06-00,135 ST,BC,IND,04/28/2017,13:00:00,REGULAR,67591231,16801709
N022,R332,02-06-00,135 ST,BC,IND,04/28/2017,17:00:00,REGULAR,67591437,16801721
N022,R332,02-06-00,135 ST,BC,IND,04/28/2017,21:00:00,REGULAR,67591614,16801728
N022,R332,02-06-01,135 ST,BC,IND,04/28/2017,01:00:00,REGULAR,2998107,358129
N022,R332,02-06-01,135 ST,BC,IND,04/28/2017,05:00:00,REGULAR,2998109,358132
N022,R332,02-06-01,135 ST,BC,IND,04/28/2017,09:00:00,REGULAR,2998414,358138
N022,R332,02-06-01,135 ST,BC,IND,04/28/2017,13:00:00,REGULAR,2998649,358152
N022,R332,02-06-01,135 ST,BC,IND,04/28/2017,17:00:00,REGULAR,2998838,358169
N022,R332,02-06-01,135 ST,BC,IND,04/28/2017,21:00:00,REGULAR,2998963,358185
N023,R332,01-00-00,135 ST,BC,IND,04/28/2017,01:00:00,REGULAR,1838962,2559972
N023,R332,01-00-00,135 ST,BC,IND,04/28/2017,05:00:00,REGULAR,1838968,2559985
N023,R332,01-00-00,135 ST,BC,IND,04/28/2017,09:00:00,REGULAR,1839041,2560080
N023,R332,01-00-00,135 ST,BC,IND,04/28/2017,13:00:00,REGULAR,1839113,2560148
N023,R332,01-00-00,135 ST,BC,IND,04/28/2017,17:00:00,REGULAR,1839274,2560299
N023,R332,01-00-00,135 ST,BC,IND,04/28/2017,21:00:00,REGULAR,1839398,2560480
N023,R332,01-00-01,135 ST,BC,IND,04/28/2017,01:00:00,REGULAR,1838093,3266418
N023,R332,01-00-01,135 ST,BC,IND,04/28/2017,05:00:00,REGULAR,1838095,3266424
N023,R332,01-00-01,135 ST,BC,IND,04/28/2017,09:00:00,REGULAR,1838142,3266545
N023,R332,01-00-01,135 ST,BC,IND,04/28/2017,13:00:00,REGULAR,1838181,3266637
N023,R332,01-00-01,135 ST,BC,IND,04/28/2017,17:00:00,REGULAR,1838317,3266844
N023,R332,01-00-01,135 ST,BC,IND,04/28/2017,21:00:00,REGULAR,1838413,3267043
N023,R332,01-00-02,135 ST,BC,IND,04/28/2017,01:00:00,REGULAR,789308,2394375
N023,R332,01-00-02,135 ST,BC,IND,04/28/2017,05:00:00,REGULAR,789311,2394412
N023,R332,01-00-02,135 ST,BC,IND,04/28/2017,09:00:00,REGULAR,789414,2394802
N023,R332,01-00-02,135 ST,BC,IND,04/28/2017,13:00:00,REGULAR,789505,2395180
N023,R332,01-00-02,135 ST,BC,IND,04/28/2017,17:00:00,REGULAR,789747,2395603
N023,R332,01-00-02,135 ST,BC,IND,04/28/2017,21:00:00,REGULAR,789894,2396079
N023,R332,01-06-00,135 ST,BC,IND,04/28/2017,01:00:00,REGULAR,583161,350297
N023,R332,01-06-00,135 ST,BC,IND,04/28/2017,05:00:00,REGULAR,583162,350300
N023,R332,01-06-00,135 ST,BC,IND,04/28/2017,09:00:00,REGULAR,583211,350314
N023,R332,01-06-00,135 ST,BC,IND,04/28/2017,13:00:00,REGULAR,583269,350333
N023,R332,01-06-00,135 ST,BC,IND,04/28/2017,17:00:00,REGULAR,583339,350349
N023,R332,01-06-00,135 ST,BC,IND,04/28/2017,21:00:00,REGULAR,583405,350383
N024,R332,00-00-00,135 ST,BC,IND,04/28/2017,01:00:00,REGULAR,2152134,3789801
N024,R332,00-00-00,135 ST,BC,IND,04/28/2017,05:00:00,REGULAR,2152136,3789808
N024,R332,00-00-00,135 ST,BC,IND,04/28/2017,09:00:00,REGULAR,2152207,3790142
N024,R332,00-00-00,135 ST,BC,IND,04/28/2017,13:00:00,REGULAR,2152299,3790269
N024,R332,00-00-00,135 ST,BC,IND,04/28/2017,17:00:00,REGULAR,2152449,3790439
N024,R332,00-00-00,135 ST,BC,IND,04/28/2017,21:00:00,REGULAR,2152509,3790626
N024,R332,00-00-01,135 ST,BC,IND,04/28/2017,01:00:00,REGULAR,3855517,1561258
N024,R332,00-00-01,135 ST,BC,IND,04/28/2017,05:00:00,REGULAR,3855522,1561260
N024,R332,00-00-01,135 ST,BC,IND,04/28/2017,09:00:00,REGULAR,3855698,1561400
N024,R332,00-00-01,135 ST,BC,IND,04/28/2017,13:00:00,REGULAR,3855851,1561437
N024,R332,00-00-01,135 ST,BC,IND,04/28/2017,17:00:00,REGULAR,3856125,1561500
N024,R332,00-00-01,135 ST,BC,IND,04/28/2017,21:00:00,REGULAR,3856261,1561570
N024,R332,00-00-02,135 ST,BC,IND,04/28/2017,01:00:00,REGULAR,6053467,961887
N024,R332,00-00-02,135 ST,BC,IND,04/28/2017,05:00:00,REGULAR,6053478,961891
N024,R332,00-00-02,135 ST,BC,IND,04/28/2017,09:00:00,REGULAR,6053816,962025
N024,R332,00-00-02,135 ST,BC,IND,04/28/2017,13:00:00,REGULAR,6054148,962082
N024,R332,00-00-02,135 ST,BC,IND,04/28/2017,17:00:00,REGULAR,6054684,962145
N024,R332,00-00-02,135 ST,BC,IND,04/28/2017,21:00:00,REGULAR,6055002,962212
N025,R102,01-00-00,125 ST,ACBD,IND,04/28/2017,00:00:00,REGULAR,5132423,4122261
N025,R102,01-00-00,125 ST,ACBD,IND,04/28/2017,04:00:00,REGULAR,5132443,4122291
N025,R102,01-00-00,125 ST,ACBD,IND,04/28/2017,08:00:00,REGULAR,5132665,4122387
N025,R102,01-00-00,125 ST,ACBD,IND,04/28/2017,12:00:00,REGULAR,5133127,4122609
N025,R102,01-00-00,125 ST,ACBD,IND,04/28/2017,16:00:00,REGULAR,5133367,4122852
N025,R102,01-00-00,125 ST,ACBD,IND,04/28/2017,20:00:00,REGULAR,5133685,4123177
N025,R102,01-00-01,125 ST,ACBD,IND,04/28/2017,00:00:00,REGULAR,5333041,3712716
N025,R102,01-00-01,125 ST,ACBD,IND,04/28/2017,04:00:00,REGULAR,5333061,3712746
N025,R102,01-00-01,125 ST,ACBD,IND,04/28/2017,08:00:00,REGULAR,5333271,3712830
N025,R102,01-00-01,125 ST,ACBD,IND,04/28/2017,12:00:00,REGULAR,5333666,3712980
N025,R102,01-00-01,125 ST,ACBD,IND,04/28/2017,16:00:00,REGULAR,5333912,3713170
N025,R102,01-00-01,125 ST,ACBD,IND,04/28/2017,20:00:00,REGULAR,5334222,3713439
N025,R102,01-00-02,125 ST,ACBD,IND,04/28/2017,00:00:00,REGULAR,4299045,4336315
N025,R102,01-00-02,125 ST,ACBD,IND,04/28/2017,04:00:00,REGULAR,4299060,4336364
N025,R102,01-00-02,125 ST,ACBD,IND,04/28/2017,08:00:00,REGULAR,4299231,4336474
N025,R102,01-00-02,125 ST,ACBD,IND,04/28/2017,12:00:00,REGULAR,4299560,4336660
N025,R102,01-00-02,125 ST,ACBD,IND,04/28/2017,16:00:00,REGULAR,4299772,4336870
N025,R102,01-00-02,125 ST,ACBD,IND,04/28/2017,20:00:00,REGULAR,4300072,4337168
N025,R102,01-00-03,125 ST,ACBD,IND,04/28/2017,00:00:00,REGULAR,2489025,1973791
N025,R102,01-00-03,125 ST,ACBD,IND,04/28/2017,04:00:00,REGULAR,2489057,1973843
N025,R102,01-00-03,125 ST,ACBD,IND,04/28/2017,08:00:00,REGULAR,2489327,1973922
N025,R102,01-00-03,125 ST,ACBD,IND,04/28/2017,12:00:00,REGULAR,2489786,1974088
N025,R102,01-00-03,125 ST,ACBD,IND,04/28/2017,16:00:00,REGULAR,2490075,1974231
N025,R102,01-00-03,125 ST,ACBD,IND,04/28/2017,20:00:00,REGULAR,2490460,1974502
N025,R102,01-00-04,125 ST,ACBD,IND,04/28/2017,00:00:00,REGULAR,7973433,3417844
N025,R102,01-00-04,125 ST,ACBD,IND,04/28/2017,04:00:00,REGULAR,7973465,3417879
N025,R102,01-00-04,125 ST,ACBD,IND,04/28/2017,08:00:00,REGULAR,7973751,3417946
N025,R102,01-00-04,125 ST,ACBD,IND,04/28/2017,12:00:00,REGULAR,7974400,3418047
N025,R102,01-00-04,125 ST,ACBD,IND,04/28/2017,16:00:00,REGULAR,7974790,3418178
N025,R102,01-00-04,125 ST,ACBD,IND,04/28/2017,20:00:00,REGULAR,7975259,3418368
N025,R102,01-06-00,125 ST,ACBD,IND,04/28/2017,00:00:00,REGULAR,2435699,1196601
N025,R102,01-06-00,125 ST,ACBD,IND,04/28/2017,04:00:00,REGULAR,2435710,1196613
N025,R102,01-06-00,125 ST,ACBD,IND,04/28/2017,08:00:00,REGULAR,2435835,1196623
N025,R102,01-06-00,125 ST,ACBD,IND,04/28/2017,12:00:00,REGULAR,2436020,1196649
N025,R102,01-06-00,125 ST,ACBD,IND,04/28/2017,16:00:00,REGULAR,2436134,1196695
N025,R102,01-06-00,125 ST,ACBD,IND,04/28/2017,20:00:00,REGULAR,2436324,1196812
N026,R102,00-00-00,125 ST,ACBD,IND,04/28/2017,00:00:00,REGULAR,390354332,322229465
N026,R102,00-00-00,125 ST,ACBD,IND,04/28/2017,04:00:00,REGULAR,390354438,322229598
N026,R102,00-00-00,125 ST,ACBD,IND,04/28/2017,08:00:00,REGULAR,390355105,322230113
N026,R102,00-00-00,125 ST,ACBD,IND,04/28/2017,12:00:00,REGULAR,390356481,322230798
N026,R102,00-00-00,125 ST,ACBD,IND,04/28/2017,16:00:00,REGULAR,390357658,322231586
N026,R102,00-00-00,125 ST,ACBD,IND,04/28/2017,20:00:00,REGULAR,390359012,322232508
N026,R102,00-00-01,125 ST,ACBD,IND,04/28/2017,00:00:00,REGULAR,8551795,6706745
N026,R102,00-00-01,125 ST,ACBD,IND,04/28/2017,04:00:00,REGULAR,8551882,6706844
N026,R102,00-00-01,125 ST,ACBD,IND,04/28/2017,08:00:00,REGULAR,8552363,6707100
N026,R102,00-00-01,125 ST,ACBD,IND,04/28/2017,12:00:00,REGULAR,8553524,6707564
N026,R102,00-00-01,125 ST,ACBD,IND,04/28/2017,16:00:00,REGULAR,8554577,6708099
N026,R102,00-00-01,125 ST,ACBD,IND,04/28/2017,20:00:00,REGULAR,8555820,6708801
N026,R102,00-00-02,125 ST,ACBD,IND,04/28/2017,00:00:00,REGULAR,12336904,9371335
N026,R102,00-00-02,125 ST,ACBD,IND,04/28/2017,04:00:00,REGULAR,12336935,9371365
N026,R102,00-00-02,125 ST,ACBD,IND,04/28/2017,08:00:00,REGULAR,12337184,9371505
N026,R102,00-00-02,125 ST,ACBD,IND,04/28/2017,12:00:00,REGULAR,12337918,9371819
N026,R102,00-00-02,125 ST,ACBD,IND,04/28/2017,16:00:00,REGULAR,12338636,9372173
N026,R102,00-00-02,125 ST,ACBD,IND,04/28/2017,20:00:00,REGULAR,12339570,9372646
N026,R102,00-00-03,125 ST,ACBD,IND,04/28/2017,00:00:00,REGULAR,7601308,5145180
N026,R102,00-00-03,125 ST,ACBD,IND,04/28/2017,04:00:00,REGULAR,7601332,5145205
N026,R102,00-00-03,125 ST,ACBD,IND,04/28/2017,08:00:00,REGULAR,7601460,5145302
N026,R102,00-00-03,125 ST,ACBD,IND,04/28/2017,12:00:00,REGULAR,7601875,5145558
N026,R102,00-00-03,125 ST,ACBD,IND,04/28/2017,16:00:00,REGULAR,7602371,5145856
N026,R102,00-00-03,125 ST,ACBD,IND,04/28/2017,20:00:00,REGULAR,7603038,5146351
N026,R102,00-00-04,125 ST,ACBD,IND,04/28/2017,00:00:00,REGULAR,3139864,4244690
N026,R102,00-00-04,125 ST,ACBD,IND,04/28/2017,04:00:00,REGULAR,3139892,4244756
N026,R102,00-00-04,125 ST,ACBD,IND,04/28/2017,08:00:00,REGULAR,3139986,4244949
N026,R102,00-00-04,125 ST,ACBD,IND,04/28/2017,12:00:00,REGULAR,3140223,4245505
N026,R102,00-00-04,125 ST,ACBD,IND,04/28/2017,16:00:00,REGULAR,3140623,4246102
N026,R102,00-00-04,125 ST,ACBD,IND,04/28/2017,20:00:00,REGULAR,3141188,4247067
N026,R102,00-00-05,125 ST,ACBD,IND,04/28/2017,00:00:00,REGULAR,11059496,11160384
N026,R102,00-00-05,125 ST,ACBD,IND,04/28/2017,04:00:00,REGULAR,11059538,11160458
N026,R102,00-00-05,125 ST,ACBD,IND,04/28/2017,08:00:00,REGULAR,11059621,11160652
N026,R102,00-00-05,125 ST,ACBD,IND,04/28/2017,12:00:00,REGULAR,11059897,11161287
N026,R102,00-00-05,125 ST,ACBD,IND,04/28/2017,16:00:00,REGULAR,11060340,11161922
N026,R102,00-00-05,125 ST,ACBD,IND,04/28/2017,20:00:00,REGULAR,11061049,11162825
N026,R102,00-00-06,125 ST,ACBD,IND,04/28/2017,00:00:00,REGULAR,12008454,8374251
N026,R102,00-00-06,125 ST,ACBD,IND,04/28/2017,04:00:00,REGULAR,12008508,8374305
N026,R102,00-00-06,125 ST,ACBD,IND,04/28/2017,08:00:00,REGULAR,12008659,8374541
N026,R102,00-00-06,125 ST,ACBD,IND,04/28/2017,12:00:00,REGULAR,12009039,8375253
N026,R102,00-00-06,125 ST,ACBD,IND,04/28/2017,16:00:00,REGULAR,12009663,8376003
N026,R102,00-00-06,125 ST,ACBD,IND,04/28/2017,20:00:00,REGULAR,12010570,8376837
N026,R102,00-00-07,125 ST,ACBD,IND,04/28/2017,00:00:00,REGULAR,16150397,20216042
N026,R102,00-00-07,125 ST,ACBD,IND,04/28/2017,04:00:00,REGULAR,16150465,20216129
N026,R102,00-00-07,125 ST,ACBD,IND,04/28/2017,08:00:00,REGULAR,16150718,20216392
N026,R102,00-00-07,125 ST,ACBD,IND,04/28/2017,12:00:00,REGULAR,16151391,20217007
N026,R102,00-00-07,125 ST,ACBD,IND,04/28/2017,16:00:00,REGULAR,16152295,20217517
N026,R102,00-00-07,125 ST,ACBD,IND,04/28/2017,20:00:00,REGULAR,16153352,20218042
N026,R102,00-05-00,125 ST,ACBD,IND,04/28/2017,00:00:00,REGULAR,10411,0
N026,R102,00-05-00,125 ST,ACBD,IND,04/28/2017,04:00:00,REGULAR,10411,0
N026,R102,00-05-00,125 ST,ACBD,IND,04/28/2017,08:00:00,REGULAR,10413,0
N026,R102,00-05-00,125 ST,ACBD,IND,04/28/2017,12:00:00,REGULAR,10416,0
N026,R102,00-05-00,125 ST,ACBD,IND,04/28/2017,16:00:00,REGULAR,10417,0
N026,R102,00-05-00,125 ST,ACBD,IND,04/28/2017,20:00:00,REGULAR,10419,0
N026,R102,00-05-01,125 ST,ACBD,IND,04/28/2017,00:00:00,REGULAR,4,1264
N026,R102,00-05-01,125 ST,ACBD,IND,04/28/2017,04:00:00,REGULAR,4,1264
N026,R102,00-05-01,125 ST,ACBD,IND,04/28/2017,08:00:00,REGULAR,4,1264
N026,R102,00-05-01,125 ST,ACBD,IND,04/28/2017,12:00:00,REGULAR,4,1264
N026,R102,00-05-01,125 ST,ACBD,IND,04/28/2017,16:00:00,REGULAR,4,1264
N026,R102,00-05-01,125 ST,ACBD,IND,04/28/2017,20:00:00,REGULAR,4,1264
N029,R333,01-00-00,116 ST,BC,IND,04/28/2017,01:00:00,REGULAR,168149213,168142591
N029,R333,01-00-00,116 ST,BC,IND,04/28/2017,05:00:00,REGULAR,168149223,168142598
N029,R333,01-00-00,116 ST,BC,IND,04/28/2017,09:00:00,REGULAR,168149311,168142655
N029,R333,01-00-00,116 ST,BC,IND,04/28/2017,13:00:00,REGULAR,168149394,168142703
N029,R333,01-00-00,116 ST,BC,IND,04/28/2017,17:00:00,REGULAR,168149595,168142841
N029,R333,01-00-00,116 ST,BC,IND,04/28/2017,21:00:00,REGULAR,168149859,168143047
N029,R333,01-00-01,116 ST,BC,IND,04/28/2017,01:00:00,REGULAR,185016629,218584359
N029,R333,01-00-01,116 ST,BC,IND,04/28/2017,05:00:00,REGULAR,185016638,218584368
N029,R333,01-00-01,116 ST,BC,IND,04/28/2017,09:00:00,REGULAR,185016755,218584450
N029,R333,01-00-01,116 ST,BC,IND,04/28/2017,13:00:00,REGULAR,185016868,218584534
N029,R333,01-00-01,116 ST,BC,IND,04/28/2017,17:00:00,REGULAR,185017140,218584726
N029,R333,01-00-01,116 ST,BC,IND,04/28/2017,21:00:00,REGULAR,185017420,218585056
N029,R333,01-00-02,116 ST,BC,IND,04/28/2017,01:00:00,REGULAR,1275789047,1626470802
N029,R333,01-00-02,116 ST,BC,IND,04/28/2017,05:00:00,REGULAR,1275789058,1626470747
N029,R333,01-00-02,116 ST,BC,IND,04/28/2017,09:00:00,REGULAR,1275789264,1626470575
N029,R333,01-00-02,116 ST,BC,IND,04/28/2017,13:00:00,REGULAR,1275789460,1626470302
N029,R333,01-00-02,116 ST,BC,IND,04/28/2017,17:00:00,REGULAR,1275789830,1626469958
N029,R333,01-00-02,116 ST,BC,IND,04/28/2017,21:00:00,REGULAR,1275790085,1626469454
N030,R333,00-00-00,116 ST,BC,IND,04/28/2017,01:00:00,REGULAR,8475529,9285477
N030,R333,00-00-00,116 ST,BC,IND,04/28/2017,05:00:00,REGULAR,8475543,9285498
N030,R333,00-00-00,116 ST,BC,IND,04/28/2017,09:00:00,REGULAR,8476132,9285738
N030,R333,00-00-00,116 ST,BC,IND,04/28/2017,13:00:00,REGULAR,8476608,9286010
N030,R333,00-00-00,116 ST,BC,IND,04/28/2017,17:00:00,REGULAR,8477011,9286391
N030,R333,00-00-00,116 ST,BC,IND,04/28/2017,21:00:00,REGULAR,8477441,9286827
N030,R333,00-00-01,116 ST,BC,IND,04/28/2017,01:00:00,REGULAR,5409463,2789047
N030,R333,00-00-01,116 ST,BC,IND,04/28/2017,05:00:00,REGULAR,5409478,2789050
N030,R333,00-00-01,116 ST,BC,IND,04/28/2017,09:00:00,REGULAR,5409888,2789168
N030,R333,00-00-01,116 ST,BC,IND,04/28/2017,13:00:00,REGULAR,5410218,2789266
N030,R333,00-00-01,116 ST,BC,IND,04/28/2017,17:00:00,REGULAR,5410544,2789425
N030,R333,00-00-01,116 ST,BC,IND,04/28/2017,21:00:00,REGULAR,5410865,2789576
N030,R333,00-00-02,116 ST,BC,IND,04/28/2017,01:00:00,REGULAR,750189,180741
N030,R333,00-00-02,116 ST,BC,IND,04/28/2017,05:00:00,REGULAR,750203,180745
N030,R333,00-00-02,116 ST,BC,IND,04/28/2017,09:00:00,REGULAR,750700,180853
N030,R333,00-00-02,116 ST,BC,IND,04/28/2017,13:00:00,REGULAR,751157,180940
N030,R333,00-00-02,116 ST,BC,IND,04/28/2017,17:00:00,REGULAR,751545,181041
N030,R333,00-00-02,116 ST,BC,IND,04/28/2017,21:00:00,REGULAR,751898,181155
N034,R334,01-00-00,CATHEDRAL PKWY,BC,IND,04/28/2017,01:00:00,REGULAR,1706805,861047
N034,R334,01-00-00,CATHEDRAL PKWY,BC,IND,04/28/2017,05:00:00,REGULAR,1706808,861057
N034,R334,01-00-00,CATHEDRAL PKWY,BC,IND,04/28/2017,09:00:00,REGULAR,1707012,861163
N034,R334,01-00-00,CATHEDRAL PKWY,BC,IND,04/28/2017,13:00:00,REGULAR,1707225,861205
N034,R334,01-00-00,CATHEDRAL PKWY,BC,IND,04/28/2017,17:00:00,REGULAR,1707416,861284
N034,R334,01-00-00,CATHEDRAL PKWY,BC,IND,04/28/2017,21:00:00,REGULAR,1707580,861360
N034,R334,01-00-01,CATHEDRAL PKWY,BC,IND,04/28/2017,01:00:00,REGULAR,3890220,1176028
N034,R334,01-00-01,CATHEDRAL PKWY,BC,IND,04/28/2017,05:00:00,REGULAR,3890224,1176031
N034,R334,01-00-01,CATHEDRAL PKWY,BC,IND,04/28/2017,09:00:00,REGULAR,3890537,1176147
N034,R334,01-00-01,CATHEDRAL PKWY,BC,IND,04/28/2017,13:00:00,REGULAR,3890803,1176187
N034,R334,01-00-01,CATHEDRAL PKWY,BC,IND,04/28/2017,17:00:00,REGULAR,3891074,1176250
N034,R334,01-00-01,CATHEDRAL PKWY,BC,IND,04/28/2017,21:00:00,REGULAR,3891354,1176321
N034,R334,01-00-02,CATHEDRAL PKWY,BC,IND,04/28/2017,01:00:00,REGULAR,5725035,2347069
N034,R334,01-00-02,CATHEDRAL PKWY,BC,IND,04/28/2017,05:00:00,REGULAR,5725038,2347076
N034,R334,01-00-02,CATHEDRAL PKWY,BC,IND,04/28/2017,09:00:00,REGULAR,5725438,2347216
N034,R334,01-00-02,CATHEDRAL PKWY,BC,IND,04/28/2017,13:00:00,REGULAR,5725836,2347293
N034,R334,01-00-02,CATHEDRAL PKWY,BC,IND,04/28/2017,17:00:00,REGULAR,5726126,2347419
N034,R334,01-00-02,CATHEDRAL PKWY,BC,IND,04/28/2017,21:00:00,REGULAR,5726503,2347545
N034,R334,01-06-00,CATHEDRAL PKWY,BC,IND,04/28/2017,01:00:00,REGULAR,50397474,16842112
N034,R334,01-06-00,CATHEDRAL PKWY,BC,IND,04/28/2017,05:00:00,REGULAR,50397475,16842112
N034,R334,01-06-00,CATHEDRAL PKWY,BC,IND,04/28/2017,09:00:00,REGULAR,50397481,16842120
N034,R334,01-06-00,CATHEDRAL PKWY,BC,IND,04/28/2017,13:00:00,REGULAR,50397491,16842123
N034,R334,01-06-00,CATHEDRAL PKWY,BC,IND,04/28/2017,17:00:00,REGULAR,50397496,16842129
N034,R334,01-06-00,CATHEDRAL PKWY,BC,IND,04/28/2017,21:00:00,REGULAR,50397501,16842133
N034,R334,01-06-01,CATHEDRAL PKWY,BC,IND,04/28/2017,01:00:00,REGULAR,471540,7923
N034,R334,01-06-01,CATHEDRAL PKWY,BC,IND,04/28/2017,05:00:00,REGULAR,471540,7925
N034,R334,01-06-01,CATHEDRAL PKWY,BC,IND,04/28/2017,09:00:00,REGULAR,471552,7938
N034,R334,01-06-01,CATHEDRAL PKWY,BC,IND,04/28/2017,13:00:00,REGULAR,471567,7942
N034,R334,01-06-01,CATHEDRAL PKWY,BC,IND,04/28/2017,17:00:00,REGULAR,471583,7951
N034,R334,01-06-01,CATHEDRAL PKWY,BC,IND,04/28/2017,21:00:00,REGULAR,471595,7955
N035,R334,00-00-00,CATHEDRAL PKWY,BC,IND,04/28/2017,01:00:00,REGULAR,12785248,8204241
N035,R334,00-00-00,CATHEDRAL PKWY,BC,IND,04/28/2017,05:00:00,REGULAR,12785266,8204254
N035,R334,00-00-00,CATHEDRAL PKWY,BC,IND,04/28/2017,09:00:00,REGULAR,12785804,8204377
N035,R334,00-00-00,CATHEDRAL PKWY,BC,IND,04/28/2017,13:00:00,REGULAR,12786331,8204530
N035,R334,00-00-00,CATHEDRAL PKWY,BC,IND,04/28/2017,17:00:00,REGULAR,12786777,8204706
N035,R334,00-00-00,CATHEDRAL PKWY,BC,IND,04/28/2017,21:00:00,REGULAR,12787218,8204987
N035,R334,00-00-01,CATHEDRAL PKWY,BC,IND,04/28/2017,01:00:00,REGULAR,3245653,3057527
N035,R334,00-00-01,CATHEDRAL PKWY,BC,IND,04/28/2017,05:00:00,REGULAR,3245659,3057541
N035,R334,00-00-01,CATHEDRAL PKWY,BC,IND,04/28/2017,09:00:00,REGULAR,3245968,3057660
N035,R334,00-00-01,CATHEDRAL PKWY,BC,IND,04/28/2017,13:00:00,REGULAR,3246223,3057818
N035,R334,00-00-01,CATHEDRAL PKWY,BC,IND,04/28/2017,17:00:00,REGULAR,3246527,3058010
N035,R334,00-00-01,CATHEDRAL PKWY,BC,IND,04/28/2017,21:00:00,REGULAR,3246824,3058351
N035,R334,00-00-02,CATHEDRAL PKWY,BC,IND,04/28/2017,01:00:00,REGULAR,4964826,8761897
N035,R334,00-00-02,CATHEDRAL PKWY,BC,IND,04/28/2017,05:00:00,REGULAR,4964842,8761929
N035,R334,00-00-02,CATHEDRAL PKWY,BC,IND,04/28/2017,09:00:00,REGULAR,4965145,8762203
N035,R334,00-00-02,CATHEDRAL PKWY,BC,IND,04/28/2017,13:00:00,REGULAR,4965374,8762469
