C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS
N337,R255,00-00-00,BRIARWOOD,EF,IND,04/28/2017,08:00:00,REGULAR,1253691,121922
N337,R255,00-00-00,BRIARWOOD,EF,IND,04/28/2017,12:00:00,REGULAR,1254492,121929
N337,R255,00-00-00,BRIARWOOD,EF,IND,04/28/2017,16:00:00,REGULAR,1254983,121969
N337,R255,00-00-00,BRIARWOOD,EF,IND,04/28/2017,20:00:00,REGULAR,1255305,122031
N337,R255,00-00-01,BRIARWOOD,EF,IND,04/28/2017,00:00:00,REGULAR,726146,64248
N337,R255,00-00-01,BRIARWOOD,EF,IND,04/28/2017,04:00:00,REGULAR,726151,64255
N337,R255,00-00-01,BRIARWOOD,EF,IND,04/28/2017,08:00:00,REGULAR,726548,64274
N337,R255,00-00-01,BRIARWOOD,EF,IND,04/28/2017,12:00:00,REGULAR,726974,64286
N337,R255,00-00-01,BRIARWOOD,EF,IND,04/28/2017,16:00:00,REGULAR,727250,64302
N337,R255,00-00-01,BRIARWOOD,EF,IND,04/28/2017,20:00:00,REGULAR,727393,64330
N337,R255,00-00-02,BRIARWOOD,EF,IND,04/28/2017,00:00:00,REGULAR,1392466,141083
N337,R255,00-00-02,BRIARWOOD,EF,IND,04/28/2017,04:00:00,REGULAR,1392467,141084
N337,R255,00-00-02,BRIARWOOD,EF,IND,04/28/2017,08:00:00,REGULAR,1392651,141088
N337,R255,00-00-02,BRIARWOOD,EF,IND,04/28/2017,12:00:00,REGULAR,1392863,141097
N337,R255,00-00-02,BRIARWOOD,EF,IND,04/28/2017,16:00:00,REGULAR,1393004,141108
N337,R255,00-00-02,BRIARWOOD,EF,IND,04/28/2017,20:00:00,REGULAR,1393070,141122
N337,R255,00-00-03,BRIARWOOD,EF,IND,04/28/2017,00:00:00,REGULAR,12120601,1598439
N337,R255,00-00-03,BRIARWOOD,EF,IND,04/28/2017,04:00:00,REGULAR,12120603,1598441
N337,R255,00-00-03,BRIARWOOD,EF,IND,04/28/2017,08:00:00,REGULAR,12120691,1598450
N337,R255,00-00-03,BRIARWOOD,EF,IND,04/28/2017,12:00:00,REGULAR,12120809,1598467
N337,R255,00-00-03,BRIARWOOD,EF,IND,04/28/2017,16:00:00,REGULAR,12120902,1598471
N337,R255,00-00-03,BRIARWOOD,EF,IND,04/28/2017,20:00:00,REGULAR,12120970,1598487
N337,R255,00-00-04,BRIARWOOD,EF,IND,04/28/2017,00:00:00,REGULAR,2431366,502849
N337,R255,00-00-04,BRIARWOOD,EF,IND,04/28/2017,04:00:00,REGULAR,2431368,502852
N337,R255,00-00-04,BRIARWOOD,EF,IND,04/28/2017,08:00:00,REGULAR,2431472,502881
N337,R255,00-00-04,BRIARWOOD,EF,IND,04/28/2017,12:00:00,REGULAR,2431598,502899
N337,R255,00-00-04,BRIARWOOD,EF,IND,04/28/2017,16:00:00,REGULAR,2431689,502920
N337,R255,00-00-04,BRIARWOOD,EF,IND,04/28/2017,20:00:00,REGULAR,2431750,502945
N337,R255,00-03-00,BRIARWOOD,EF,IND,04/28/2017,00:00:00,REGULAR,589367,5634797
N337,R255,00-03-00,BRIARWOOD,EF,IND,04/28/2017,04:00:00,REGULAR,589368,5634832
N337,R255,00-03-00,BRIARWOOD,EF,IND,04/28/2017,08:00:00,REGULAR,589384,5634898
N337,R255,00-03-00,BRIARWOOD,EF,IND,04/28/2017,12:00:00,REGULAR,589412,5634996
N337,R255,00-03-00,BRIARWOOD,EF,IND,04/28/2017,16:00:00,REGULAR,589436,5635116
N337,R255,00-03-00,BRIARWOOD,EF,IND,04/28/2017,20:00:00,REGULAR,589450,5635502
N337,R255,00-03-01,BRIARWOOD,EF,IND,04/28/2017,00:00:00,REGULAR,159166,807695
N337,R255,00-03-01,BRIARWOOD,EF,IND,04/28/2017,04:00:00,REGULAR,159168,807717
N337,R255,00-03-01,BRIARWOOD,EF,IND,04/28/2017,08:00:00,REGULAR,159178,807769
N337,R255,00-03-01,BRIARWOOD,EF,IND,04/28/2017,12:00:00,REGULAR,159201,807818
N337,R255,00-03-01,BRIARWOOD,EF,IND,04/28/2017,16:00:00,REGULAR,159225,807903
N337,R255,00-03-01,BRIARWOOD,EF,IND,04/28/2017,20:00:00,REGULAR,159239,808111
N337,R255,00-03-02,BRIARWOOD,EF,IND,04/28/2017,00:00:00,REGULAR,279094,815258
N337,R255,00-03-02,BRIARWOOD,EF,IND,04/28/2017,04:00:00,REGULAR,279097,815292
N337,R255,00-03-02,BRIARWOOD,EF,IND,04/28/2017,08:00:00,REGULAR,279154,815354
N337,R255,00-03-02,BRIARWOOD,EF,IND,04/28/2017,12:00:00,REGULAR,279190,815418
N337,R255,00-03-02,BRIARWOOD,EF,IND,04/28/2017,16:00:00,REGULAR,279271,815527
N337,R255,00-03-02,BRIARWOOD,EF,IND,04/28/2017,20:00:00,REGULAR,279313,815809
N338,R128,01-05-00,SUTPHIN BLVD,F,IND,04/28/2017,01:00:00,REGULAR,1307,0
N338,R128,01-05-00,SUTPHIN BLVD,F,IND,04/28/2017,05:00:00,REGULAR,1307,0
N338,R128,01-05-00,SUTPHIN BLVD,F,IND,04/28/2017,09:00:00,REGULAR,1307,0
N338,R128,01-05-00,SUTPHIN BLVD,F,IND,04/28/2017,13:00:00,REGULAR,1307,0
N338,R128,01-05-00,SUTPHIN BLVD,F,IND,04/28/2017,17:00:00,REGULAR,1307,0
N338,R128,01-05-00,SUTPHIN BLVD,F,IND,04/28/2017,21:00:00,REGULAR,1307,0
N338,R128,01-05-01,SUTPHIN BLVD,F,IND,04/28/2017,01:00:00,REGULAR,0,719
N338,R128,01-05-01,SUTPHIN BLVD,F,IND,04/28/2017,05:00:00,REGULAR,0,719
N338,R128,01-05-01,SUTPHIN BLVD,F,IND,04/28/2017,09:00:00,REGULAR,0,719
N338,R128,01-05-01,SUTPHIN BLVD,F,IND,04/28/2017,13:00:00,REGULAR,0,719
N338,R128,01-05-01,SUTPHIN BLVD,F,IND,04/28/2017,17:00:00,REGULAR,0,719
N338,R128,01-05-01,SUTPHIN BLVD,F,IND,04/28/2017,21:00:00,REGULAR,0,719
N338,R128,01-06-00,SUTPHIN BLVD,F,IND,04/28/2017,01:00:00,REGULAR,15189,4382
N338,R128,01-06-00,SUTPHIN BLVD,F,IND,04/28/2017,05:00:00,REGULAR,15208,4385
N338,R128,01-06-00,SUTPHIN BLVD,F,IND,04/28/2017,09:00:00,REGULAR,15657,4409
N338,R128,01-06-00,SUTPHIN BLVD,F,IND,04/28/2017,13:00:00,REGULAR,15829,4439
N338,R128,01-06-00,SUTPHIN BLVD,F,IND,04/28/2017,17:00:00,REGULAR,16007,4508
N338,R128,01-06-00,SUTPHIN BLVD,F,IND,04/28/2017,21:00:00,REGULAR,16118,4608
N338,R128,01-06-01,SUTPHIN BLVD,F,IND,04/28/2017,01:00:00,REGULAR,32415,16326
N338,R128,01-06-01,SUTPHIN BLVD,F,IND,04/28/2017,05:00:00,REGULAR,32430,16342
N338,R128,01-06-01,SUTPHIN BLVD,F,IND,04/28/2017,09:00:00,REGULAR,32688,16371
N338,R128,01-06-01,SUTPHIN BLVD,F,IND,04/28/2017,13:00:00,REGULAR,32815,16408
N338,R128,01-06-01,SUTPHIN BLVD,F,IND,04/28/2017,17:00:00,REGULAR,32937,16497
N338,R128,01-06-01,SUTPHIN BLVD,F,IND,04/28/2017,21:00:00,REGULAR,33038,16618
N338B,R128,00-00-00,SUTPHIN BLVD,F,IND,04/28/2017,01:00:00,REGULAR,5040619,3452956
N338B,R128,00-00-00,SUTPHIN BLVD,F,IND,04/28/2017,05:00:00,REGULAR,5040632,3452979
N338B,R128,00-00-00,SUTPHIN BLVD,F,IND,04/28/2017,09:00:00,REGULAR,5040903,3453052
N338B,R128,00-00-00,SUTPHIN BLVD,F,IND,04/28/2017,13:00:00,REGULAR,5041099,3453162
N338B,R128,00-00-00,SUTPHIN BLVD,F,IND,04/28/2017,17:00:00,REGULAR,5041289,3453286
N338B,R128,00-00-00,SUTPHIN BLVD,F,IND,04/28/2017,21:00:00,REGULAR,5041391,3453477
N338B,R128,00-00-01,SUTPHIN BLVD,F,IND,04/28/2017,01:00:00,REGULAR,949109,606308
N338B,R128,00-00-01,SUTPHIN BLVD,F,IND,04/28/2017,05:00:00,REGULAR,949125,606318
N338B,R128,00-00-01,SUTPHIN BLVD,F,IND,04/28/2017,09:00:00,REGULAR,949273,606367
N338B,R128,00-00-01,SUTPHIN BLVD,F,IND,04/28/2017,13:00:00,REGULAR,949400,606423
N338B,R128,00-00-01,SUTPHIN BLVD,F,IND,04/28/2017,17:00:00,REGULAR,949520,606510
N338B,R128,00-00-01,SUTPHIN BLVD,F,IND,04/28/2017,21:00:00,REGULAR,949591,606638
N338B,R128,00-00-02,SUTPHIN BLVD,F,IND,04/28/2017,01:00:00,REGULAR,3072327,1599890
N338B,R128,00-00-02,SUTPHIN BLVD,F,IND,04/28/2017,05:00:00,REGULAR,3072334,1599895
N338B,R128,00-00-02,SUTPHIN BLVD,F,IND,04/28/2017,09:00:00,REGULAR,3072443,1599930
N338B,R128,00-00-02,SUTPHIN BLVD,F,IND,04/28/2017,13:00:00,REGULAR,3072523,1599965
N338B,R128,00-00-02,SUTPHIN BLVD,F,IND,04/28/2017,17:00:00,REGULAR,3072603,1600035
N338B,R128,00-00-02,SUTPHIN BLVD,F,IND,04/28/2017,21:00:00,REGULAR,3072648,1600137
N338B,R128,00-00-03,SUTPHIN BLVD,F,IND,04/28/2017,01:00:00,REGULAR,673255,353266
N338B,R128,00-00-03,SUTPHIN BLVD,F,IND,04/28/2017,05:00:00,REGULAR,673266,353279
N338B,R128,00-00-03,SUTPHIN BLVD,F,IND,04/28/2017,09:00:00,REGULAR,673389,353306
N338B,R128,00-00-03,SUTPHIN BLVD,F,IND,04/28/2017,13:00:00,REGULAR,673482,353336
N338B,R128,00-00-03,SUTPHIN BLVD,F,IND,04/28/2017,17:00:00,REGULAR,673581,353396
N338B,R128,00-00-03,SUTPHIN BLVD,F,IND,04/28/2017,21:00:00,REGULAR,673652,353495
N338B,R128,00-00-04,SUTPHIN BLVD,F,IND,04/28/2017,01:00:00,REGULAR,3204474,607574
N338B,R128,00-00-04,SUTPHIN BLVD,F,IND,04/28/2017,05:00:00,REGULAR,3204481,607579
N338B,R128,00-00-04,SUTPHIN BLVD,F,IND,04/28/2017,09:00:00,REGULAR,3204707,607584
N338B,R128,00-00-04,SUTPHIN BLVD,F,IND,04/28/2017,13:00:00,REGULAR,3204836,607598
N338B,R128,00-00-04,SUTPHIN BLVD,F,IND,04/28/2017,17:00:00,REGULAR,3204969,607623
N338B,R128,00-00-04,SUTPHIN BLVD,F,IND,04/28/2017,21:00:00,REGULAR,3205057,607655
N338B,R128,00-06-00,SUTPHIN BLVD,F,IND,04/28/2017,01:00:00,REGULAR,743518,851377
N338B,R128,00-06-00,SUTPHIN BLVD,F,IND,04/28/2017,05:00:00,REGULAR,743535,851398
N338B,R128,00-06-00,SUTPHIN BLVD,F,IND,04/28/2017,09:00:00,REGULAR,743727,851462
N338B,R128,00-06-00,SUTPHIN BLVD,F,IND,04/28/2017,13:00:00,REGULAR,743862,851537
N338B,R128,00-06-00,SUTPHIN BLVD,F,IND,04/28/2017,17:00:00,REGULAR,744025,851692
N338B,R128,00-06-00,SUTPHIN BLVD,F,IND,04/28/2017,21:00:00,REGULAR,744128,851982
N339,R114,01-05-00,PARSONS BLVD,F,IND,04/28/2017,00:00:00,REGULAR,1692,0
N339,R114,01-05-00,PARSONS BLVD,F,IND,04/28/2017,04:00:00,REGULAR,1692,0
N339,R114,01-05-00,PARSONS BLVD,F,IND,04/28/2017,08:00:00,REGULAR,1692,0
N339,R114,01-05-00,PARSONS BLVD,F,IND,04/28/2017,12:00:00,REGULAR,1692,0
N339,R114,01-05-00,PARSONS BLVD,F,IND,04/28/2017,16:00:00,REGULAR,1692,0
N339,R114,01-05-00,PARSONS BLVD,F,IND,04/28/2017,20:00:00,REGULAR,1693,0
N339,R114,01-05-01,PARSONS BLVD,F,IND,04/28/2017,00:00:00,REGULAR,10,1243
N339,R114,01-05-01,PARSONS BLVD,F,IND,04/28/2017,04:00:00,REGULAR,10,1243
N339,R114,01-05-01,PARSONS BLVD,F,IND,04/28/2017,08:00:00,REGULAR,10,1243
N339,R114,01-05-01,PARSONS BLVD,F,IND,04/28/2017,12:00:00,REGULAR,10,1243
N339,R114,01-05-01,PARSONS BLVD,F,IND,04/28/2017,16:00:00,REGULAR,10,1243
N339,R114,01-05-01,PARSONS BLVD,F,IND,04/28/2017,20:00:00,REGULAR,10,1243
N339,R114,01-06-00,PARSONS BLVD,F,IND,04/28/2017,00:00:00,REGULAR,724118,232290
N339,R114,01-06-00,PARSONS BLVD,F,IND,04/28/2017,04:00:00,REGULAR,724120,232293
N339,R114,01-06-00,PARSONS BLVD,F,IND,04/28/2017,08:00:00,REGULAR,724184,232305
N339,R114,01-06-00,PARSONS BLVD,F,IND,04/28/2017,12:00:00,REGULAR,724251,232331
N339,R114,01-06-00,PARSONS BLVD,F,IND,04/28/2017,16:00:00,REGULAR,724297,232338
N339,R114,01-06-00,PARSONS BLVD,F,IND,04/28/2017,20:00:00,REGULAR,724442,232357
N339,R114,01-06-01,PARSONS BLVD,F,IND,04/28/2017,00:00:00,REGULAR,2460371,850701
N339,R114,01-06-01,PARSONS BLVD,F,IND,04/28/2017,04:00:00,REGULAR,2460385,850705
N339,R114,01-06-01,PARSONS BLVD,F,IND,04/28/2017,08:00:00,REGULAR,2460605,850719
N339,R114,01-06-01,PARSONS BLVD,F,IND,04/28/2017,12:00:00,REGULAR,2460781,850781
N339,R114,01-06-01,PARSONS BLVD,F,IND,04/28/2017,16:00:00,REGULAR,2460916,850824
N339,R114,01-06-01,PARSONS BLVD,F,IND,04/28/2017,20:00:00,REGULAR,2460981,850867
N339A,R114,00-00-00,PARSONS BLVD,F,IND,04/28/2017,00:00:00,REGULAR,2755923,10505317
N339A,R114,00-00-00,PARSONS BLVD,F,IND,04/28/2017,04:00:00,REGULAR,2755937,10505473
N339A,R114,00-00-00,PARSONS BLVD,F,IND,04/28/2017,08:00:00,REGULAR,2756171,10505752
N339A,R114,00-00-00,PARSONS BLVD,F,IND,04/28/2017,12:00:00,REGULAR,2756368,10506274
N339A,R114,00-00-00,PARSONS BLVD,F,IND,04/28/2017,16:00:00,REGULAR,2756567,10506751
N339A,R114,00-00-00,PARSONS BLVD,F,IND,04/28/2017,20:00:00,REGULAR,2756704,10507680
N339A,R114,00-00-01,PARSONS BLVD,F,IND,04/28/2017,00:00:00,REGULAR,3395514,9045966
N339A,R114,00-00-01,PARSONS BLVD,F,IND,04/28/2017,04:00:00,REGULAR,3395518,9046019
N339A,R114,00-00-01,PARSONS BLVD,F,IND,04/28/2017,08:00:00,REGULAR,3395664,9046132
N339A,R114,00-00-01,PARSONS BLVD,F,IND,04/28/2017,12:00:00,REGULAR,3395804,9046357
N339A,R114,00-00-01,PARSONS BLVD,F,IND,04/28/2017,16:00:00,REGULAR,3395936,9046593
N339A,R114,00-00-01,PARSONS BLVD,F,IND,04/28/2017,20:00:00,REGULAR,3396045,9047088
N339A,R114,00-03-00,PARSONS BLVD,F,IND,04/28/2017,00:00:00,REGULAR,769765,779537
N339A,R114,00-03-00,PARSONS BLVD,F,IND,04/28/2017,04:00:00,REGULAR,769778,779556
N339A,R114,00-03-00,PARSONS BLVD,F,IND,04/28/2017,08:00:00,REGULAR,769930,779637
N339A,R114,00-03-00,PARSONS BLVD,F,IND,04/28/2017,12:00:00,REGULAR,770074,779756
N339A,R114,00-03-00,PARSONS BLVD,F,IND,04/28/2017,16:00:00,REGULAR,770205,779856
N339A,R114,00-03-00,PARSONS BLVD,F,IND,04/28/2017,20:00:00,REGULAR,770308,780075
N339A,R114,00-03-01,PARSONS BLVD,F,IND,04/28/2017,00:00:00,REGULAR,4431805,2399369
N339A,R114,00-03-01,PARSONS BLVD,F,IND,04/28/2017,04:00:00,REGULAR,4431818,2399385
N339A,R114,00-03-01,PARSONS BLVD,F,IND,04/28/2017,08:00:00,REGULAR,4432026,2399434
N339A,R114,00-03-01,PARSONS BLVD,F,IND,04/28/2017,12:00:00,REGULAR,4432189,2399533
N339A,R114,00-03-01,PARSONS BLVD,F,IND,04/28/2017,16:00:00,REGULAR,4432357,2399613
N339A,R114,00-03-01,PARSONS BLVD,F,IND,04/28/2017,20:00:00,REGULAR,4432502,2399748
N339A,R114,00-03-02,PARSONS BLVD,F,IND,04/28/2017,00:00:00,REGULAR,300147,164482
N339A,R114,00-03-02,PARSONS BLVD,F,IND,04/28/2017,04:00:00,REGULAR,300161,164494
N339A,R114,00-03-02,PARSONS BLVD,F,IND,04/28/2017,08:00:00,REGULAR,300356,164556
N339A,R114,00-03-02,PARSONS BLVD,F,IND,04/28/2017,12:00:00,REGULAR,300537,164644
N339A,R114,00-03-02,PARSONS BLVD,F,IND,04/28/2017,16:00:00,REGULAR,300706,164712
N339A,R114,00-03-02,PARSONS BLVD,F,IND,04/28/2017,20:00:00,REGULAR,300850,164837
N339A,R114,00-03-03,PARSONS BLVD,F,IND,04/28/2017,00:00:00,REGULAR,1008147,360229
N339A,R114,00-03-03,PARSONS BLVD,F,IND,04/28/2017,04:00:00,REGULAR,1008163,360240
N339A,R114,00-03-03,PARSONS BLVD,F,IND,04/28/2017,08:00:00,REGULAR,1008420,360291
N339A,R114,00-03-03,PARSONS BLVD,F,IND,04/28/2017,12:00:00,REGULAR,1008667,360395
N339A,R114,00-03-03,PARSONS BLVD,F,IND,04/28/2017,16:00:00,REGULAR,1008887,360438
N339A,R114,00-03-03,PARSONS BLVD,F,IND,04/28/2017,20:00:00,REGULAR,1009043,360549
N339A,R114,00-03-04,PARSONS BLVD,F,IND,04/28/2017,00:00:00,REGULAR,8953282,1296961
N339A,R114,00-03-04,PARSONS BLVD,F,IND,04/28/2017,04:00:00,REGULAR,8953296,1296971
N339A,R114,00-03-04,PARSONS BLVD,F,IND,04/28/2017,08:00:00,REGULAR,8953776,1296987
N339A,R114,00-03-04,PARSONS BLVD,F,IND,04/28/2017,12:00:00,REGULAR,8954237,1297045
N339A,R114,00-03-04,PARSONS BLVD,F,IND,04/28/2017,16:00:00,REGULAR,8954626,1297071
N339A,R114,00-03-04,PARSONS BLVD,F,IND,04/28/2017,20:00:00,REGULAR,8954904,1297140
N340,R115,00-00-00,169 ST,F,IND,04/28/2017,00:00:00,REGULAR,2538392,689861
N340,R115,00-00-00,169 ST,F,IND,04/28/2017,04:00:00,REGULAR,2538398,689879
N340,R115,00-00-00,169 ST,F,IND,04/28/2017,08:00:00,REGULAR,2538594,689903
N340,R115,00-00-00,169 ST,F,IND,04/28/2017,12:00:00,REGULAR,2538806,689945
N340,R115,00-00-00,169 ST,F,IND,04/28/2017,16:00:00,REGULAR,2539128,689999
N340,R115,00-00-00,169 ST,F,IND,04/28/2017,20:00:00,REGULAR,2539336,690109
N340,R115,00-00-01,169 ST,F,IND,04/28/2017,00:00:00,REGULAR,2540040,887379
N340,R115,00-00-01,169 ST,F,IND,04/28/2017,04:00:00,REGULAR,2540047,887386
N340,R115,00-00-01,169 ST,F,IND,04/28/2017,08:00:00,REGULAR,2540224,887408
N340,R115,00-00-01,169 ST,F,IND,04/28/2017,12:00:00,REGULAR,2540377,887448
N340,R115,00-00-01,169 ST,F,IND,04/28/2017,16:00:00,REGULAR,2540655,887489
N340,R115,00-00-01,169 ST,F,IND,04/28/2017,20:00:00,REGULAR,2540871,887596
N340,R115,00-00-02,169 ST,F,IND,04/28/2017,00:00:00,REGULAR,4364,9081
N340,R115,00-00-02,169 ST,F,IND,04/28/2017,04:00:00,REGULAR,4364,9089
N340,R115,00-00-02,169 ST,F,IND,04/28/2017,08:00:00,REGULAR,4364,9112
N340,R115,00-00-02,169 ST,F,IND,04/28/2017,12:00:00,REGULAR,4364,9146
N340,R115,00-00-02,169 ST,F,IND,04/28/2017,16:00:00,REGULAR,4364,9185
N340,R115,00-00-02,169 ST,F,IND,04/28/2017,20:00:00,REGULAR,4364,9299
N340,R115,00-00-03,169 ST,F,IND,04/28/2017,00:00:00,REGULAR,1318050,1464922
N340,R115,00-00-03,169 ST,F,IND,04/28/2017,04:00:00,REGULAR,1318056,1464935
N340,R115,00-00-03,169 ST,F,IND,04/28/2017,08:00:00,REGULAR,1318086,1464965
N340,R115,00-00-03,169 ST,F,IND,04/28/2017,12:00:00,REGULAR,1318135,1465012
N340,R115,00-00-03,169 ST,F,IND,04/28/2017,16:00:00,REGULAR,1318214,1465081
N340,R115,00-00-03,169 ST,F,IND,04/28/2017,20:00:00,REGULAR,1318304,1465259
N340,R115,00-00-04,169 ST,F,IND,04/28/2017,00:00:00,REGULAR,28943,112369
N340,R115,00-00-04,169 ST,F,IND,04/28/2017,04:00:00,REGULAR,28944,112404
N340,R115,00-00-04,169 ST,F,IND,04/28/2017,08:00:00,REGULAR,29006,112479
N340,R115,00-00-04,169 ST,F,IND,04/28/2017,12:00:00,REGULAR,29069,112612
N340,R115,00-00-04,169 ST,F,IND,04/28/2017,16:00:00,REGULAR,29169,112751
N340,R115,00-00-04,169 ST,F,IND,04/28/2017,20:00:00,REGULAR,29263,113133
N340,R115,00-00-05,169 ST,F,IND,04/28/2017,00:00:00,REGULAR,1334003,4473617
N340,R115,00-00-05,169 ST,F,IND,04/28/2017,04:00:00,REGULAR,1334006,4473671
N340,R115,00-00-05,169 ST,F,IND,04/28/2017,08:00:00,REGULAR,1334122,4473788
N340,R115,00-00-05,169 ST,F,IND,04/28/2017,12:00:00,REGULAR,1334221,4474036
N340,R115,00-00-05,169 ST,F,IND,04/28/2017,16:00:00,REGULAR,1334336,4474341
N340,R115,00-00-05,169 ST,F,IND,04/28/2017,20:00:00,REGULAR,1334415,4475067
N340,R115,00-06-00,169 ST,F,IND,04/28/2017,00:00:00,REGULAR,582871,98688
N340,R115,00-06-00,169 ST,F,IND,04/28/2017,04:00:00,REGULAR,582874,98690
N340,R115,00-06-00,169 ST,F,IND,04/28/2017,08:00:00,REGULAR,582928,98690
N340,R115,00-06-00,169 ST,F,IND,04/28/2017,12:00:00,REGULAR,582967,98694
N340,R115,00-06-00,169 ST,F,IND,04/28/2017,16:00:00,REGULAR,583015,98701
N340,R115,00-06-00,169 ST,F,IND,04/28/2017,20:00:00,REGULAR,583036,98706
N340,R115,00-06-01,169 ST,F,IND,04/28/2017,00:00:00,REGULAR,1595237,461663
N340,R115,00-06-01,169 ST,F,IND,04/28/2017,04:00:00,REGULAR,1595237,461663
N340,R115,00-06-01,169 ST,F,IND,04/28/2017,08:00:00,REGULAR,1595275,461666
N340,R115,00-06-01,169 ST,F,IND,04/28/2017,12:00:00,REGULAR,1595317,461668
N340,R115,00-06-01,169 ST,F,IND,04/28/2017,16:00:00,REGULAR,1595391,461677
N340,R115,00-06-01,169 ST,F,IND,04/28/2017,20:00:00,REGULAR,1595414,461678
N340A,R115,01-00-00,169 ST,F,IND,04/28/2017,00:00:00,REGULAR,539583,463985
N340A,R115,01-00-00,169 ST,F,IND,04/28/2017,04:00:00,REGULAR,539583,464000
N340A,R115,01-00-00,169 ST,F,IND,04/28/2017,08:00:00,REGULAR,539735,464055
N340A,R115,01-00-00,169 ST,F,IND,04/28/2017,12:00:00,REGULAR,539868,464140
N340A,R115,01-00-00,169 ST,F,IND,04/28/2017,16:00:00,REGULAR,539962,464230
N340A,R115,01-00-00,169 ST,F,IND,04/28/2017,20:00:00,REGULAR,540016,464371
N340A,R115,01-00-01,169 ST,F,IND,04/28/2017,00:00:00,REGULAR,412303,833985
N340A,R115,01-00-01,169 ST,F,IND,04/28/2017,04:00:00,REGULAR,412304,834004
N340A,R115,01-00-01,169 ST,F,IND,04/28/2017,08:00:00,REGULAR,412375,834044
N340A,R115,01-00-01,169 ST,F,IND,04/28/2017,12:00:00,REGULAR,412458,834134
N340A,R115,01-00-01,169 ST,F,IND,04/28/2017,16:00:00,REGULAR,412523,834247
N340A,R115,01-00-01,169 ST,F,IND,04/28/2017,20:00:00,REGULAR,412561,834433
N340A,R115,01-00-02,169 ST,F,IND,04/28/2017,00:00:00,REGULAR,1449602,10669284
N340A,R115,01-00-02,169 ST,F,IND,04/28/2017,04:00:00,REGULAR,1449605,10669368
N340A,R115,01-00-02,169 ST,F,IND,04/28/2017,08:00:00,REGULAR,1449744,10669581
N340A,R115,01-00-02,169 ST,F,IND,04/28/2017,12:00:00,REGULAR,1449861,10669882
N340A,R115,01-00-02,169 ST,F,IND,04/28/2017,16:00:00,REGULAR,1449937,10670171
N340A,R115,01-00-02,169 ST,F,IND,04/28/2017,20:00:00,REGULAR,1449988,10670478
N340A,R115,01-03-00,169 ST,F,IND,04/28/2017,00:00:00,REGULAR,3516344,3213727
N340A,R115,01-03-00,169 ST,F,IND,04/28/2017,04:00:00,REGULAR,3516356,3213769
N340A,R115,01-03-00,169 ST,F,IND,04/28/2017,08:00:00,REGULAR,3516851,3213856
N340A,R115,01-03-00,169 ST,F,IND,04/28/2017,12:00:00,REGULAR,3517305,3214061
N340A,R115,01-03-00,169 ST,F,IND,04/28/2017,16:00:00,REGULAR,3517724,3214276
N340A,R115,01-03-00,169 ST,F,IND,04/28/2017,20:00:00,REGULAR,3518038,3214697
N340A,R115,01-03-01,169 ST,F,IND,04/28/2017,00:00:00,REGULAR,1052875,494008
N340A,R115,01-03-01,169 ST,F,IND,04/28/2017,04:00:00,REGULAR,1052883,494020
N340A,R115,01-03-01,169 ST,F,IND,04/28/2017,08:00:00,REGULAR,1053150,494047
N340A,R115,01-03-01,169 ST,F,IND,04/28/2017,12:00:00,REGULAR,1053464,494135
N340A,R115,01-03-01,169 ST,F,IND,04/28/2017,16:00:00,REGULAR,1053737,494227
N340A,R115,01-03-01,169 ST,F,IND,04/28/2017,20:00:00,REGULAR,1053949,494435
N340A,R115,01-03-02,169 ST,F,IND,04/28/2017,00:00:00,REGULAR,6695519,1996610
N340A,R115,01-03-02,169 ST,F,IND,04/28/2017,04:00:00,REGULAR,6695533,1996619
N340A,R115,01-03-02,169 ST,F,IND,04/28/2017,08:00:00,REGULAR,6695849,1996632
N340A,R115,01-03-02,169 ST,F,IND,04/28/2017,12:00:00,REGULAR,6696192,1996667
N340A,R115,01-03-02,169 ST,F,IND,04/28/2017,16:00:00,REGULAR,6696447,1996722
N340A,R115,01-03-02,169 ST,F,IND,04/28/2017,20:00:00,REGULAR,6696657,1996849
N340A,R115,01-03-03,169 ST,F,IND,04/28/2017,00:00:00,REGULAR,2322573,257141
N340A,R115,01-03-03,169 ST,F,IND,04/28/2017,04:00:00,REGULAR,2322578,257146
N340A,R115,01-03-03,169 ST,F,IND,04/28/2017,08:00:00,REGULAR,2322843,257157
N340A,R115,01-03-03,169 ST,F,IND,04/28/2017,12:00:00,REGULAR,2323132,257172
N340A,R115,01-03-03,169 ST,F,IND,04/28/2017,16:00:00,REGULAR,2323349,257206
N340A,R115,01-03-03,169 ST,F,IND,04/28/2017,20:00:00,REGULAR,2323530,257259
N342,R019,01-00-00,JAMAICA 179 ST,F,IND,04/28/2017,00:00:00,REGULAR,3824797,179118
N342,R019,01-00-00,JAMAICA 179 ST,F,IND,04/28/2017,04:00:00,REGULAR,3824811,179127
N342,R019,01-00-00,JAMAICA 179 ST,F,IND,04/28/2017,08:00:00,REGULAR,3825831,179136
N342,R019,01-00-00,JAMAICA 179 ST,F,IND,04/28/2017,12:00:00,REGULAR,3826736,179148
N342,R019,01-00-00,JAMAICA 179 ST,F,IND,04/28/2017,16:00:00,REGULAR,3827174,179167
N342,R019,01-00-00,JAMAICA 179 ST,F,IND,04/28/2017,20:00:00,REGULAR,3827525,179226
