TIMESTAMP,START STATION,START LONGITUDE,START LATITUDE,END STATION,END LONGITUDE,END LATITUDE,TIME ESTIMATE
2017-05-11 10:00:40.667914,WORLD,40.7125639268,-74.0097446152,AQUED,40.6682340017,-73.8340579995,51
2017-05-11 10:00:42.013108,WOODL,40.8860370003,-73.8787509999,ASTOR,40.7750356665,-73.9120340001,35
2017-05-11 10:00:43.023061,WOODH,40.7330973738,-73.8694320861,ATLAN,40.6753446664,-73.9030969995,22
2017-05-11 10:00:43.978637,WILSO,40.6888665425,-73.9039586049,BAY R,40.6166216673,-74.0308760009,46
2017-05-11 10:00:44.906374,WHITL,40.8265250006,-73.8862829985,BEACH,40.5909270008,-73.7969239998,59
2017-05-11 10:00:45.945581,WESTC,40.839892001,-73.8429519993,BEDFO,40.8732439986,-73.8871379989,24
2017-05-11 10:00:47.257058,WALL ,40.7068209998,-74.0090999984,BERGE,40.6861105473,-73.9907564957,21
2017-05-11 10:00:48.369390,VERNO,40.7426259997,-73.9535809988,BEVER,40.6451235189,-73.9488479838,48
2017-05-11 10:00:49.383681,VAN S,40.6727099991,-73.8903580002,BLEEC,40.7259146668,-73.9946590001,60
2017-05-11 10:00:50.353016,UNION,40.7347633122,-73.990669769,BOROU,40.6932189996,-73.9899979996,22
2017-05-11 10:00:51.706343,TIMES,40.75529,-73.9874950005,BOWER,40.7202468831,-73.9938069065,23
2017-05-11 10:00:53.058058,SUTPH,40.7054179991,-73.810832999,BOWLI,40.7049139993,-74.014007998,60
2017-05-11 10:00:54.051761,STERL,40.6627729934,-73.9507289112,BRIAR,40.7091618154,-73.8206926364,38
2017-05-11 10:00:55.070526,STEIN,40.7569873591,-73.9205264717,BRIGH,40.5777101966,-73.961353786,59
2017-05-11 10:00:56.162705,ST LA,40.8315090005,-73.8676179992,BROAD,40.7252969987,-73.9962039988,56
2017-05-11 10:00:57.655164,SPRIN,40.722301,-73.9971410001,BROOK,40.8075659999,-73.9192399991,31
2017-05-11 10:00:58.625931,SMITH,40.6736410609,-73.9958917279,BURNS,40.8534530016,-73.9076840016,55
