TIMESTAMP,START STATION,START LONGITUDE,START LATITUDE,END STATION,END LONGITUDE,END LATITUDE,TIME ESTIMATE,TIME PER DISTANCE
2017-05-11 09:08:14.736877,CLINT,40.68326299912644,-73.96583799857275,PARK ,40.713050999077694,-74.00881099997359,27,10.851369732155554
2017-05-11 09:08:15.862826,CLASS,40.68888900026455,-73.95999000137212,PARSO,40.707571999615695,-73.80328900021885,36,29.164195890166667
2017-05-11 09:08:16.788775,CLARK,40.69746599996469,-73.99308599821961,PELHA,40.85246199951662,-73.82812100059289,48,23.78230001275
2017-05-11 09:08:18.521903,CITY ,40.71327233111697,-74.00698581780337,PENNS,40.66471445143568,-73.89488591154061,43,17.58237018516279
2017-05-11 09:08:20.328327,CHURC,40.6508606878022,-73.94945514035334,PRESI,40.667883603536815,-73.95058920022207,12,2.702851231375
2017-05-11 09:08:21.399453,CHRIS,40.73342200104225,-74.00290599855235,PRINC,40.72432866597571,-73.99770200045987,8,4.835447459099999
2017-05-11 09:08:22.531827,CHAMB,40.71323378962671,-74.00340673031336,PROSP,40.66541366712979,-73.99287200067424,19,5.949332913347368
2017-05-11 09:08:23.691557,CENTR,40.69787300011831,-73.92724299902838,QUEEN,40.74891771986323,-73.93713823965695,37,3.122816882545946
2017-05-11 09:08:24.823759,CASTL,40.83425499825462,-73.85122199961472,RECTO,40.707512999521775,-74.01378300119742,64,17.40097948978125
2017-05-11 09:08:25.854939,CARRO,40.68027335170176,-73.99494697998841,ROCKA,40.66261748815223,-73.90895833584449,33,17.4772039256
2017-05-11 09:08:26.796805,CANAL,40.718814263587134,-74.00105471306033,ROOSE,40.75917199967108,-73.95323499978866,42,7.828719332500001
2017-05-11 09:08:27.980936,BUSHW,40.68286062551184,-73.90526176305106,SARAT,40.6615297898075,-73.91633025007947,11,7.6398052884545455
2017-05-11 09:08:29.388651,BURNS,40.85345300155693,-73.9076840015997,SMITH,40.67364106090412,-73.99589172790934,64,10.59529902721875
2017-05-11 09:08:30.375078,BROOK,40.80756599987699,-73.91923999909432,SPRIN,40.72230099999366,-73.99714100006673,47,11.596263556021276
2017-05-11 09:08:31.387148,BROAD,40.725296998738045,-73.99620399876055,ST LA,40.8315090005233,-73.86761799923673,33,26.766923508
2017-05-11 09:08:32.551475,BRIGH,40.577710196642435,-73.96135378598797,STEIN,40.75698735912575,-73.9205264716827,59,7.293047902098305
2017-05-11 09:08:33.457676,BRIAR,40.70916181536946,-73.82069263637443,STERL,40.6627729934283,-73.95072891124937,38,23.027376215210527
2017-05-11 09:08:34.471419,BOWLI,40.70491399928076,-74.01400799803432,SUTPH,40.70541799906764,-73.81083299897232,41,33.18413350156098
2017-05-11 09:08:35.583268,BOWER,40.720246883147254,-73.99380690654237,TIMES,40.75528999995681,-73.98749500051885,29,2.666446503186207
2017-05-11 09:08:36.744428,BOROU,40.693218999611084,-73.98999799960687,UNION,40.73476331217923,-73.99066976901818,22,3.4953969400909086
2017-05-11 09:08:37.942474,BLEEC,40.72591466682659,-73.99465900006331,VAN S,40.67270999906104,-73.8903580002471,46,15.334185491217392
2017-05-11 09:08:38.891151,BEVER,40.64512351894373,-73.94884798381702,VERNO,40.74262599969749,-73.95358099875249,50,3.667140486804
2017-05-11 09:08:40.093329,BERGE,40.68611054725977,-73.99075649573565,WALL ,40.706820999753376,-74.00909999844257,21,6.126374443428571
2017-05-11 09:08:41.422030,BEDFO,40.87324399861646,-73.88713799889574,WESTC,40.839892001013915,-73.84295199925012,19,15.912298126989475
2017-05-11 09:08:42.528343,BEACH,40.59092700078133,-73.7969239998421,WHITL,40.82652500055904,-73.8862829985325,65,11.42020241833846
2017-05-11 09:08:43.505373,BAY R,40.61662166725951,-74.03087600085765,WILSO,40.68886654246024,-73.90395860491864,49,17.55812892746939
2017-05-11 09:08:44.419980,ATLAN,40.67534466640805,-73.9030969995401,WOODH,40.73309737380972,-73.86943208612348,25,9.988301949648
2017-05-11 09:08:45.315501,ASTOR,40.775035666523664,-73.9120340001031,WOODL,40.886037000253324,-73.87875099990931,37,8.208040881908108
2017-05-11 09:08:46.390909,AQUED,40.668234001699815,-73.83405799948723,WORLD,40.71256392680817,-74.00974461517701,67,17.602206056597016
