TIMESTAMP,START STATION,START LONGITUDE,START LATITUDE,END STATION,END LONGITUDE,END LATITUDE,TIME ESTIMATE,SPEED (MPH)
2017-05-12 07:23:00.529422,WORLD ,40.71256392680817,-74.00974461517701,AQUEDU,40.668234001699815,-73.83405799948723,46,25.637995778086957
2017-05-12 07:23:02.187462,WOODLA,40.886037000253324,-73.87875099990931,ASTORI,40.775035666523664,-73.9120340001031,40,7.592437815765
2017-05-12 07:23:03.478642,WOODHA,40.73309737380972,-73.86943208612348,ATLANT,40.67534466640805,-73.9030969995401,27,9.248427731155555
2017-05-12 07:23:04.549043,WILSON,40.68886654246024,-73.90395860491864,BAY RI,40.61662166725951,-74.03087600085765,50,17.20696634892
2017-05-12 07:23:05.607584,WHITLO,40.82652500055904,-73.8862829985325,BEACH ,40.59092700078133,-73.7969239998421,66,11.247169048363636
2017-05-12 07:23:06.950725,WESTCH,40.839892001013915,-73.84295199925012,BEDFOR,40.87324399861646,-73.88713799889574,28,10.797630871885714
2017-05-12 07:23:07.977018,WALL S,40.706820999753376,-74.00909999844257,BERGEN,40.68611054725977,-73.99075649573565,14,9.189561665142858
2017-05-12 07:23:09.154441,VERNON,40.74262599969749,-73.95358099875249,BEVERL,40.64512351894373,-73.94884798381702,41,4.472122544882927
2017-05-12 07:23:10.122059,VAN SI,40.67270999906104,-73.8903580002471,BLEECK,40.72591466682659,-73.99465900006331,60,11.7562088766
2017-05-12 07:23:11.467855,UNION ,40.73476331217923,-73.99066976901818,BOROUG,40.693218999611084,-73.98999799960687,16,4.806170792625
2017-05-12 07:23:12.919674,TIMES ,40.75528999995681,-73.98749500051885,BOWERY,40.720246883147254,-73.99380690654237,17,4.548644034847059
2017-05-12 07:23:14.039840,SUTPHI,40.70541799906764,-73.81083299897232,BOWLIN,40.70491399928076,-74.01400799803432,68,20.00808049358823
2017-05-12 07:23:15.101763,STERLI,40.6627729934283,-73.95072891124937,BRIARW,40.70916181536946,-73.82069263637443,40,21.87600740445
2017-05-12 07:23:16.068866,STEINW,40.75698735912575,-73.9205264716827,BRIGHT,40.577710196642435,-73.96135378598797,60,7.17149710373
2017-05-12 07:23:17.081466,ST LAW,40.8315090005233,-73.86761799923673,BROADW,40.725296998738045,-73.99620399876055,55,16.060154104800002
2017-05-12 07:23:18.280322,SPRING,40.72230099999366,-73.99714100006673,BROOKL,40.63284240700742,-73.94754120734406,35,10.602462834977144
2017-05-12 07:23:19.267658,SARATO,40.6615297898075,-73.91633025007947,BURNSI,40.85345300155693,-73.9076840015997,84,4.2976673122
