TIMESTAMP,START STATION,START LONGITUDE,START LATITUDE,END STATION,END LONGITUDE,END LATITUDE,TIME ESTIMATE,SPEED (MPH)
2017-05-11 16:41:10.171394,WORLD ,40.71256392680817,-74.00974461517701,AQUEDU,40.668234001699815,-73.83405799948723,66,17.86890614836364
2017-05-11 16:41:11.256797,WOODLA,40.886037000253324,-73.87875099990931,ASTORI,40.775035666523664,-73.9120340001031,39,7.787115708476923
2017-05-11 16:41:12.204112,WOODHA,40.73309737380972,-73.86943208612348,ATLANT,40.67534466640805,-73.9030969995401,40,6.24268871853
2017-05-11 16:41:13.513743,WILSON,40.68886654246024,-73.90395860491864,BAY RI,40.61662166725951,-74.03087600085765,62,13.876585765258064
2017-05-11 16:41:14.513693,WHITLO,40.82652500055904,-73.8862829985325,BEACH ,40.59092700078133,-73.7969239998421,73,10.16867338619178
2017-05-11 16:41:16.279049,WESTCH,40.839892001013915,-73.84295199925012,BEDFOR,40.87324399861646,-73.88713799889574,25,12.093346576512
2017-05-11 16:41:17.366591,WALL S,40.706820999753376,-74.00909999844257,BERGEN,40.68611054725977,-73.99075649573565,27,4.764957900444445
2017-05-11 16:41:18.480280,VERNON,40.74262599969749,-73.95358099875249,BEVERL,40.64512351894373,-73.94884798381702,59,3.107746175257627
2017-05-11 16:41:19.369262,VAN SI,40.67270999906104,-73.8903580002471,BLEECK,40.72591466682659,-73.99465900006331,57,12.374956712210526
2017-05-11 16:41:20.271410,UNION ,40.73476331217923,-73.99066976901818,BOROUG,40.693218999611084,-73.98999799960687,33,2.3302646267272724
2017-05-11 16:41:21.567506,TIMES ,40.75528999995681,-73.98749500051885,BOWERY,40.720246883147254,-73.99380690654237,24,3.2219561913500003
2017-05-11 16:41:22.889601,SUTPHI,40.70541799906764,-73.81083299897232,BOWLIN,40.70491399928076,-74.01400799803432,61,22.304089730557376
2017-05-11 16:41:23.845236,STERLI,40.6627729934283,-73.95072891124937,BRIARW,40.70916181536946,-73.82069263637443,47,18.617878642085106
2017-05-11 16:41:24.926279,STEINW,40.75698735912575,-73.9205264716827,BRIGHT,40.577710196642435,-73.96135378598797,71,6.060420087659155
2017-05-11 16:41:26.307244,ST LAW,40.8315090005233,-73.86761799923673,BROADW,40.725296998738045,-73.99620399876055,63,14.02076945657143
