A042,R086,01-00-04,PRINCE ST,NRW,BMT,04/28/2017,00:00:00,REGULAR,2376869,9281112
A047,R087,00-00-00,CITY HALL,NRW,BMT,04/28/2017,00:00:00,REGULAR,6819977,4109296
A047,R087,00-00-01,CITY HALL,NRW,BMT,04/28/2017,00:00:00,REGULAR,2401344,1164825
A047,R087,00-00-02,CITY HALL,NRW,BMT,04/28/2017,00:00:00,REGULAR,6764140,4843006
A047,R087,00-03-00,CITY HALL,NRW,BMT,04/28/2017,00:00:00,REGULAR,5256071,1776867
A047,R087,00-03-01,CITY HALL,NRW,BMT,04/28/2017,00:00:00,REGULAR,385244,83783
A047,R087,00-03-02,CITY HALL,NRW,BMT,04/28/2017,00:00:00,REGULAR,5927224,2504582
A047,R087,00-06-00,CITY HALL,NRW,BMT,04/28/2017,00:00:00,REGULAR,51349914,17161593
A047,R087,00-06-01,CITY HALL,NRW,BMT,04/28/2017,00:00:00,REGULAR,185032941,17040556
A047,R087,00-06-02,CITY HALL,NRW,BMT,04/28/2017,00:00:00,REGULAR,6543182,1855789
A054,R227,01-00-00,RECTOR ST,NRW,BMT,04/28/2017,00:00:00,REGULAR,4846219,7332257
A054,R227,01-00-01,RECTOR ST,NRW,BMT,04/28/2017,00:00:00,REGULAR,2913883,2126917
A054,R227,01-00-02,RECTOR ST,NRW,BMT,04/28/2017,00:00:00,REGULAR,1617164,444785
A054,R227,01-03-00,RECTOR ST,NRW,BMT,04/28/2017,00:00:00,REGULAR,3315052,1240605
A054,R227,01-03-01,RECTOR ST,NRW,BMT,04/28/2017,00:00:00,REGULAR,3125996,499654
A054,R227,01-06-00,RECTOR ST,NRW,BMT,04/28/2017,00:00:00,REGULAR,100816943,16814903
A055,R227,00-00-00,RECTOR ST,NRW,BMT,04/28/2017,00:00:00,REGULAR,954588,321233
A055,R227,00-00-01,RECTOR ST,NRW,BMT,04/28/2017,00:00:00,REGULAR,2122921,849857
A055,R227,00-00-02,RECTOR ST,NRW,BMT,04/28/2017,00:00:00,REGULAR,117589350,16828655
A055,R227,00-00-03,RECTOR ST,NRW,BMT,04/28/2017,00:00:00,REGULAR,2949076,1025982
A055,R227,00-00-04,RECTOR ST,NRW,BMT,04/28/2017,00:00:00,REGULAR,3992722,1906278
A064,R311,00-00-00,BOWERY,JZ,BMT,04/28/2017,00:00:00,REGULAR,4847562,3476971
A064,R311,00-03-00,BOWERY,JZ,BMT,04/28/2017,00:00:00,REGULAR,3639916,4712708
A064,R311,00-03-01,BOWERY,JZ,BMT,04/28/2017,00:00:00,REGULAR,5380062,5914604
A069,R044,01-00-00,CHAMBERS ST,JZ456,BMT,04/28/2017,00:00:00,REGULAR,3012718,13664892
A069,R044,01-00-01,CHAMBERS ST,JZ456,BMT,04/28/2017,00:00:00,REGULAR,488991,511530
